residence	current_location	blood_group	job	mail	user_id	birthdate	company	name	username	ssn	registration	station_ID
	(Decimal('-26.5174465'), Decimal('-123.633886'))	B-		barberinigermana@gmail.com	1871		Bodoni-Desio s.r.l.	Ubaldo Lombardi	vivaldipierina	PLLGCH15L44E433D	2019-11-11	298
	(Decimal('2.110275'), Decimal('91.405370'))	O-		ppires@yahoo.com.br	1577	2007-05-26	Carvalho S/A	Theodoro Camargo	wcastro	94207851305	08 Feb 2023	113
	(Decimal('57.476422'), Decimal('43.193395'))	A-	Designer, interior/spatial	wbiagi@outlook.com	1707		Fogazzaro-Vespa SPA	Luciano Prodi-Franzese	linasantoro	GNSPSL01P58A709P	07/22/2023, 00:00:00	618
	(Decimal('-82.9758015'), Decimal('-110.661311'))	B-	Dispensing optician	riccardobrugnaro@tiscali.it	953		Riccati-Manacorda s.r.l.	Gianni Gotti	condoleomanuel	GRGRMD31T60E410Z	2021-09-16	515
	(Decimal('-41.0251135'), Decimal('35.094946'))	A-	Materials engineer	paul23@hotmail.com	1325		Wilcox-Scott	Kayla Ayers	xmiller	438-23-2227	09/07/2020, 00:00:00	69
	(Decimal('-76.282501'), Decimal('-38.088398'))	O-	救急救命士	osamu87@yahoo.com	865		岡本運輸合同会社	池田 晃	gnakamura	169-69-0751	2025/03/27	610
	(Decimal('81.893292'), Decimal('-56.073478'))	AB-		concettagoldoni@tiscali.it	1560		Lamborghini, Gentilini e Petrucelli s.r.l.	Tiziana Andreotti	marazzievangelista	FNTMNL85L55A032I	2020/08/27	323
	(Decimal('-39.276863'), Decimal('-17.074404'))	A-		henry-gabriel21@yahoo.com.br	656	1955-05-20	Albuquerque - EI	Dr. Bryan Duarte	da-conceicaojoao-vitor	29076381496	2024-09-04	551
	(Decimal('52.249114'), Decimal('-57.875654'))	AB-		hawkinskaren@gmail.com	2049		Baldwin-Williams	Kayla Parker	emily72	233-41-4581	29 Aug 2025	715
	(Decimal('88.877362'), Decimal('-3.070359'))	B+		andreda-rosa@yahoo.com.br	269	1979-02-14	Marques e Filhos	Sra. Catarina Pinto	danilo54	84375162007	2025-08-11	630
	(Decimal('-34.2462195'), Decimal('47.901594'))	A+		jackiewilliamson@hotmail.com	2063	1938-08-07	Richardson Ltd	Dennis Ballard	aliciaflores	217-63-8568	22 Dec 2021	682
	(Decimal('-21.030967'), Decimal('130.038073'))	A+		nicolettabenedetti@poste.it	133		Mozart-Gabrieli SPA	Emma Storladi	ecapone	SFFTNO19R54A846W	12/31/2022, 00:00:00	590
	(Decimal('63.7695165'), Decimal('179.870093'))	A-		stella71@fastwebnet.it	432	1988-06-06	Vecellio-Aulenti Group	Marcella Botticelli	nedda84	TRNPCC58P62I597Z	10 Oct 2019	604
	(Decimal('53.6995315'), Decimal('-64.445230'))	B+		dkoester@hotmail.de	41	2015-07-18	Mude KG	Dipl.-Ing. Thomas Jopich B.Eng.	gertzjoerg	867-99-9033	2019-07-10	223
	(Decimal('-16.802005'), Decimal('163.546039'))	A+	Florist	fweinhold@gmail.com	178	1947-12-07	Hellwig Ruppersberger KGaA	Bernward Drewes	kamiltextor	857-60-3725	21 Jan 2023	145
	(Decimal('28.0263125'), Decimal('40.837133'))	AB+		zjesus@gmail.com	858	1995-05-28	Duarte	Ravi Garcia	qmendonca	64172089585	2022-08-24	716
	(Decimal('-53.6229515'), Decimal('-1.778520'))	B+		kranzjanine@aol.de	464		Köhler AG	Dipl.-Ing. Susan Cichorius	raisa87	150-99-2318	2022/10/19	10
	(Decimal('-29.980931'), Decimal('59.516404'))	B-		cabreraadam@gmail.com	445		Foster LLC	Brenda Brown	richard16	238-20-0968	2020/11/22	307
	(Decimal('82.836312'), Decimal('97.280817'))	B+	Heritage manager	hgagliano@live.com	1764	2023-02-08	Fattori SPA	Alessio Stradivari	rembrandtparini	CRCGFR39P42D102V	2023-08-22	201
	(Decimal('29.8765275'), Decimal('75.037078'))	O-		moriasuka@hotmail.com	1211	1952-01-25	佐々木水産株式会社	中村 亮介	vyamada	671-81-0300	05 Aug 2020	317
	(Decimal('21.9240615'), Decimal('34.223684'))	O-	Montador	xcosta@bol.com.br	1343	1935-08-11	da Mota	Sr. Theo Barros	saalice	35798460193	2018-12-26	364
	(Decimal('-61.3161275'), Decimal('32.539325'))	O+	電気工事士	yasuhiroinoue@hotmail.com	771		田中保険有限会社	高橋 英樹	atsushi62	564-36-2142	2022-05-06	461
	(Decimal('-63.6638405'), Decimal('-83.215461'))	AB+		mdias@gmail.com	252	2009-02-12	Cunha	Maria Liz Costela	qda-mata	07128439650	2020-09-26	283
	(Decimal('-43.4898385'), Decimal('2.307338'))	B+	建築家	ztanaka@hotmail.com	598		鈴木印刷有限会社	中村 里佳	fkobayashi	647-72-4253	2024-08-23	266
	(Decimal('-14.485410'), Decimal('-61.393505'))	B+		nicole69@gmail.com	525	1987-11-10	Lara, Johnson and Merritt	Dwayne Ramos	joannewalker	208-35-6702	12/03/2018, 00:00:00	429
	(Decimal('17.0136345'), Decimal('164.645939'))	O-		janette15@googlemail.com	410	1981-02-04	Hellwig	Ottilie Drub	sullrich	325-38-1479	2023/06/24	287
	(Decimal('23.0578655'), Decimal('134.217219'))	A+		vmorton@gmail.com	25		Jones PLC	John Phillips	andersonnancy	878-14-6319	24 Apr 2024	434
	(Decimal('81.936050'), Decimal('67.424656'))	AB+		pferrell@yahoo.com	1115		Berry, Hall and Anderson	Todd Pruitt	bryan66	794-39-2469	2021-05-27	185
	(Decimal('25.2557535'), Decimal('28.790465'))	B+	Friseur	sinaidagotthard@web.de	1264		Koch Süßebier AG	Mirjam Salz	kabusekaterina	449-84-7895	06/21/2020, 00:00:00	566
	(Decimal('8.9451665'), Decimal('51.108547'))	B+		baccio07@virgilio.it	294		Piacentini, Mercati e Valmarana Group	Annunziata Odescalchi	valmaranagiovanna	MRRFDC53R18L301P	11/15/2022, 00:00:00	16
	(Decimal('15.9689295'), Decimal('-20.184407'))	AB+		celentanobianca@tim.it	1952	1944-06-13	Scalera-Tencalla e figli	Guido Catenazzi	pedronileone	PLLSRN58E01A449R	11/16/2022, 00:00:00	537
	(Decimal('-62.8685705'), Decimal('-52.573854'))	A+		arthur-miguel76@yahoo.com.br	1702		Martins Peixoto - EI	Kaique Nunes	mdias	89305176259	2021/09/17	340
	(Decimal('25.9057915'), Decimal('174.034983'))	AB+		reinishimura@gmail.com	717	1939-06-30	有限会社加藤電気	藤田 くみ子	kito	102-71-2278	2021/11/08	374
	(Decimal('-49.4250415'), Decimal('-114.844539'))	A-		milena91@bol.com.br	1183	2008-04-28	da Cunha e Filhos	Davi da Cunha	sousaemanuella	73049256125	2019-03-16	384
	(Decimal('-48.723283'), Decimal('-138.352932'))	B+	Binnenschiffer	staudealwine@web.de	1829		Hartung	Jaroslaw Hamann MBA.	lwinkler	030-50-9014	2022/02/06	186
	(Decimal('3.254083'), Decimal('-6.400148'))	B-	Veterinary surgeon	maryvilla@gmail.com	659		Gonzalez-Fernandez	John Hill	lebrian	134-50-6520	2023-06-10	400
	(Decimal('-62.0694705'), Decimal('72.524452'))	B+		pergandeekkehard@aol.de	838	1914-03-28	Freudenberger	Ing. Sigurd Hecker B.Eng.	baererkatrin	104-11-9657	03/21/2022, 00:00:00	1
	(Decimal('-50.4185935'), Decimal('67.123597'))	O-		da-rochamathias@gmail.com	169	1937-02-13	Nunes S/A	Benjamin Aparecida	psilva	10824635906	11/01/2019, 00:00:00	394
	(Decimal('-11.069067'), Decimal('100.995750'))	A-		itoyuki@gmail.com	1940		株式会社中村運輸	山本 七夏	gfujii	769-70-7842	2021/01/01	307
	(Decimal('56.222502'), Decimal('179.880865'))	A-		meloluiz-felipe@yahoo.com.br	979		Fernandes	Dr. Luiz Otávio Cavalcante	pimentaanthony-gabriel	46109752380	13 Jul 2021	267
	(Decimal('41.582155'), Decimal('-5.462325'))	A+	Runner, broadcasting/film/video	bmolina@gmail.com	1641	1993-10-14	Stanton PLC	Amanda Cooper	qmontgomery	669-58-9082	12/27/2020, 00:00:00	335
	(Decimal('37.9950755'), Decimal('-158.644300'))	A+	Engineer, petroleum	bonattidanilo@tim.it	1857		Pugliese e figli	Ettore Mercalli	adriano19	BRRPTZ43D16B732K	2018-11-20	756
	(Decimal('-72.689783'), Decimal('102.697495'))	A+	Bankkaufmann	sigfriedwilms@gmx.de	1284	2015-11-21	Müller	Erika Tintzmann-Pölitz	meyerbernfried	283-78-3600	07/09/2022, 00:00:00	584
	(Decimal('36.7017275'), Decimal('5.187577'))	AB+	ウェディングプランナー	maaya94@gmail.com	555		藤原鉱業株式会社	池田 裕美子	kobayashiyosuke	102-59-2640	2019-02-27	583
	(Decimal('62.706593'), Decimal('90.878293'))	A+		miki98@hotmail.com	1830		株式会社鈴木保険	山崎 浩	akemi26	744-05-0591	2022/06/02	286
	(Decimal('-37.222355'), Decimal('-160.396732'))	O-	Water engineer	pvisconti@gmail.com	1316	1965-10-07	Seddio, Antonioni e Bassi s.r.l.	Annamaria Tamburini	renzotassoni	MMOBPP69M60I436O	2020/01/12	585
	(Decimal('40.6354245'), Decimal('-128.204842'))	O+		imendonca@bol.com.br	1990	1919-03-29	Macedo Vargas - EI	Davi Lucca Fonseca	vmonteiro	26190458785	06/25/2022, 00:00:00	253
	(Decimal('-56.0234795'), Decimal('-68.950152'))	B+		hassowalter@gmail.com	1865		Zimmer	Karl-Heinrich Bolander	nkraushaar	618-57-4407	24 Jan 2019	122
	(Decimal('-1.991102'), Decimal('-4.901208'))	AB+		yhashimoto@gmail.com	2121	1920-09-26	合同会社山田建設	山下 翔太	kumiko22	058-78-3849	2022/09/12	387
	(Decimal('-49.569803'), Decimal('-140.948453'))	A-		rpaertzelt@googlemail.com	154	1937-09-14	Jäkel	Dorothea Köhler	dhande	266-83-8061	07/09/2023, 00:00:00	338
	(Decimal('58.2712525'), Decimal('153.610716'))	B-		morrisbianca@hotmail.com	1493		Cummings, Kennedy and Casey	Angela Smith	mvaldez	350-81-5654	10/25/2020, 00:00:00	700
		A+		bsteckel@aol.de	1622		Segebahn KG	Prof. Friedo Jäntsch B.A.	marianaatzler	257-83-3039	06/16/2024, 00:00:00	626
		AB-		vinicius38@hotmail.com	287	2020-03-03	Nascimento S.A.	Isabel Andrade	joao-felipe24	80567192458	2023-12-09	459
	(Decimal('-79.8743525'), Decimal('-106.970759'))	A-		gellialfredo@tiscali.it	1971		Garrone s.r.l.	Antonino Franzese	sebastiano12	SGNSLS00H60H207C	2023/07/13	70
		A-		satoyoko@gmail.com	1437	1925-01-05	合同会社佐藤通信	佐々木 稔	esakamoto	299-61-6590	09/26/2023, 00:00:00	742
	(Decimal('-39.131473'), Decimal('138.741185'))	B+		nogueiratheo@yahoo.com.br	1242		Rodrigues S.A.	Maria Clara Silva	franciscoferreira	30794528104	09 Mar 2024	283
	(Decimal('62.648934'), Decimal('93.196097'))	AB+		oswindippel@gmx.de	1132		Lehmann	Elly Hahn	troemer	733-63-2105	08 Jun 2022	400
	(Decimal('28.135951'), Decimal('36.656952'))	O-	Krankenschwester	iheuser@gmail.com	1628	2020-07-01	Jäkel	Lissy Rogner	sergefischer	240-44-1902	2019/12/14	728
	(Decimal('79.192813'), Decimal('40.193775'))	O+		breno41@bol.com.br	884		Correia e Filhos	Letícia Sales	borgesmirella	24968013787	2025/05/21	83
	(Decimal('-45.014793'), Decimal('89.940940'))	AB-		giovanna81@ig.com.br	1401		Jesus	Lavínia Gonçalves	pereiracarolina	08267319450	2019/07/07	86
	(Decimal('1.710673'), Decimal('21.537162'))	A+		mshimizu@hotmail.com	137		株式会社森印刷	鈴木 充	kaori56	720-02-5749	2024/07/30	4
	(Decimal('63.0531555'), Decimal('146.427249'))	O-		norbiatovirginia@hotmail.com	1086		Carullo-Fogazzaro Group	Carla Pisaroni	baldassare48	NSTZGL31B47F481Y	2021-02-23	199
	(Decimal('44.919714'), Decimal('67.684591'))	A-		rolf-dieter21@yahoo.de	1831	1936-05-27	Atzler	Roswita Kraus	mara23	398-67-2247	2021/07/27	722
	(Decimal('-61.378115'), Decimal('86.438852'))	B+		ana17@hotmail.com	690		Jesus	João Gabriel Barbosa	portoalana	42576198309	2019-06-30	661
	(Decimal('-7.689572'), Decimal('-22.401604'))	A+		bcampbell@gmail.com	888		Stanton, Jones and Mills	Kathryn Nelson	stephanie69	841-32-2681	2024-09-19	438
	(Decimal('-72.605985'), Decimal('-34.433281'))	A-		amanda04@gmail.com	1757		Collins-Wilson	Jordan Williams	bwalls	382-90-8708	21 Jan 2020	684
	(Decimal('-20.789603'), Decimal('60.327882'))	B+	Mudlogger	ahenderson@hotmail.com	1824		Jackson Ltd	Crystal Jimenez	derekwilson	194-65-2887	02/04/2020, 00:00:00	474
	(Decimal('20.3748695'), Decimal('-87.215776'))	O-	TEFL teacher	ufletcher@yahoo.com	1516		Butler Ltd	Stephen Blair	josephfoley	311-87-6468	25 Dec 2023	724
	(Decimal('-11.5715775'), Decimal('75.190043'))	B-	農家	akemiishikawa@gmail.com	327		佐藤印刷株式会社	渡辺 涼平	yamaguchiatsushi	705-47-4588	22 Sep 2021	14
	(Decimal('-4.9773995'), Decimal('-116.187823'))	B-	花火師	mikako91@gmail.com	956	1980-04-12	青木運輸株式会社	斉藤 幹	mkimura	171-09-5801	28 Feb 2024	739
	(Decimal('77.856059'), Decimal('-136.471288'))	AB-		muellermargitta@gmail.com	1789	1976-11-07	Dobes GmbH & Co. KGaA	Katarzyna Schönland	bianca52	568-32-1783	11/19/2019, 00:00:00	23
	(Decimal('-48.0526585'), Decimal('109.736161'))	O+		tbarracco@libero.it	463	1945-05-26	Toldo s.r.l.	Donatella Accardo	adelefantozzi	CRCDNI17H10D784R	12 Aug 2025	638
	(Decimal('39.412559'), Decimal('34.954742'))	AB+		hiroshiyamazaki@gmail.com	207		村上電気株式会社	中島 康弘	satokumiko	531-15-9941	10/21/2019, 00:00:00	648
	(Decimal('30.798048'), Decimal('92.396952'))	B-		yoichi03@gmail.com	1512	2022-04-25	有限会社佐藤鉱業	石井 康弘	matsudayosuke	251-20-9155	2023-12-29	575
	(Decimal('62.353448'), Decimal('53.675734'))	O-		leaobreno@yahoo.com.br	852		Brito - ME	Samuel Pastor	barrosjoao-vitor	23045716890	17 Nov 2023	307
	(Decimal('-25.6098905'), Decimal('-126.922077'))	B-	Loss adjuster, chartered	alfiogiradello@libero.it	308	1955-05-18	Palombi, Bevilacqua e Bonolis s.r.l.	Ronaldo Pavone	ezacchia	MRSDNN25A01M100D	2019/02/03	636
		A+		gustavo-henrique34@gmail.com	412		Dias	Maria Laura Garcia	natalia36	43170256807	03/15/2025, 00:00:00	47
	(Decimal('23.639283'), Decimal('63.482858'))	B-		okadakumiko@yahoo.com	1046		加藤ガス合同会社	坂本 陽一	ishikawashohei	351-80-2296	02/07/2023, 00:00:00	70
	(Decimal('39.1684575'), Decimal('121.087732'))	A-		mikakoishii@gmail.com	1974	1991-03-01	橋本運輸有限会社	中島 直子	hayashiminoru	341-87-0614	2022/03/21	631
	(Decimal('-0.5326425'), Decimal('-110.430046'))	O-		sotaro16@yahoo.com	915		林銀行株式会社	三浦 桃子	hanako94	678-68-2320	28 Jul 2020	729
	(Decimal('-34.5103175'), Decimal('-32.389831'))	A+	Web designer	ruffinigoffredo@virgilio.it	1326	1925-04-13	Civaschi-Santi SPA	Ubaldo Tosto	lilianafantozzi	TSSNTA83C01F315U	2023/11/21	197
	(Decimal('-74.6428275'), Decimal('-121.876630'))	O+		belloedoardo@tele2.it	1222	2016-12-29	Borghese-Rossi Group	Michela Traetta	carmelotafuri	GRMPRR51E42B457Y	15 Oct 2019	38
	(Decimal('28.960282'), Decimal('109.956420'))	A-		morimanabu@hotmail.com	513	1987-01-20	株式会社小林水産	山本 稔	yasuhirotakahashi	673-35-1327	12 Apr 2021	581
	(Decimal('-78.132816'), Decimal('-155.808451'))	O+		jonathan62@gmail.com	630	2004-09-18	Roach, Moore and Stewart	Janet Smith	timothy49	238-21-1834	2023-01-27	257
	(Decimal('-18.992685'), Decimal('-139.869357'))	B-		inoueyuki@yahoo.com	1181		有限会社高橋電気	山崎 七夏	takahashihiroshi	193-89-5201	17 Mar 2023	761
	(Decimal('10.9271465'), Decimal('94.795121'))	B+		djones@gmail.com	1692		Lyons-Roman	Jessica Travis	amckinney	687-41-4859	2024-02-04	468
	(Decimal('-85.763125'), Decimal('72.071719'))	A+		juliahicks@yahoo.com	372	2020-02-25	Zimmerman-Woodard	Lisa Smith	stephanie59	047-54-2042	2021-12-18	558
	(Decimal('-27.997000'), Decimal('-133.897453'))	A+	Customer service manager	bignamiamico@tele2.it	2023		Bignardi, Lussu e Andreozzi e figli	Lazzaro Guglielmi	griselda66	RMNDNI45D30H973I	12/28/2023, 00:00:00	264
	(Decimal('1.693020'), Decimal('43.547348'))	AB-		tanjaheydrich@web.de	1378	1982-06-13	Bauer Wirth GmbH	Eugen Röhricht B.A.	krausealena	639-30-9904	17 Jun 2020	307
	(Decimal('5.5098585'), Decimal('25.806884'))	O+		uaparecida@gmail.com	1204	1943-12-07	Porto	Maria Alice Novais	xsouza	38902756483	24 Nov 2018	632
	(Decimal('82.9766975'), Decimal('173.786314'))	B+		melinada-mata@uol.com.br	1258		da Mota Ltda.	Sra. Pietra da Luz	mirella47	97804216378	2022-11-09	472
	(Decimal('59.523903'), Decimal('110.664710'))	AB+		gabrielly65@hotmail.com	1446	1917-10-12	Andrade Almeida Ltda.	Mariana Sousa	epacheco	10345672844	2025-05-24	702
	(Decimal('39.736693'), Decimal('157.983261'))	O+		cavalcanteleonardo@bol.com.br	680	1915-09-20	Ramos Ltda.	Theo Vasconcelos	costamaite	83651290786	2021-03-05	723
		AB+		tbohnbach@hotmail.de	1074		Pergande	Gretchen Koch MBA.	ubuchholz	462-56-8515	2024-06-02	648
	(Decimal('43.771651'), Decimal('-35.261954'))	A+		travislong@gmail.com	1142	1926-09-20	Baker, Hale and Brewer	Seth Wilson	kaitlynray	645-75-8058	2023/09/15	725
	(Decimal('27.2456335'), Decimal('24.638066'))	O+	Empresário	vitor-hugo47@ig.com.br	1126		Pastor	Milena da Rosa	castrojuliana	90671324896	09/09/2025, 00:00:00	587
	(Decimal('55.485994'), Decimal('-100.899196'))	AB-		deborah61@hotmail.com	1709		Sanchez and Sons	Stacy Williams	torresbrandi	554-09-7890	2019-07-07	539
	(Decimal('-87.642416'), Decimal('27.559441'))	A-		qsullivan@hotmail.com	460		Hobbs-Russell	Jose Sheppard	travisking	858-35-4144	2019-11-04	401
	(Decimal('-73.8068515'), Decimal('52.349624'))	O-	Nurse, learning disability	millerchristopher@hotmail.com	1326	1920-04-26	Williams LLC	Latoya Klein	xcochran	620-07-2311	06/14/2023, 00:00:00	247
	(Decimal('-16.6909865'), Decimal('-90.440279'))	O-		okamotoryosuke@yahoo.com	778		合同会社後藤保険	山田 修平	kazuya52	185-49-2439	2023/08/11	30
	(Decimal('-14.3101975'), Decimal('-127.231332'))	AB-		mantegazzaricciotti@hotmail.it	2033		Badoer e figli	Morena Romano	ttravia	SQRDNI82P27I832P	04/02/2024, 00:00:00	724
	(Decimal('22.3848635'), Decimal('26.175292'))	AB-		ellisangela@gmail.com	1040		Allen Group	Laura Randolph	qkeller	282-60-0558	31 Jul 2020	487
	(Decimal('28.8895595'), Decimal('115.377834'))	AB+		markus71@hotmail.de	1042		Kambs AG & Co. KG	Kriemhild Meister	marie-theres77	743-90-0770	02/28/2023, 00:00:00	382
	(Decimal('1.453587'), Decimal('144.023490'))	O+		sven32@hotmail.de	123		van der Dussen	Hans Peter Kreusel	rosekerstin	189-85-9061	2024-07-21	153
	(Decimal('8.932308'), Decimal('-84.658075'))	O+		vittoria35@hotmail.it	552		Odescalchi, Collodi e Garzoni SPA	Baldassare Storladi-Priuli	mattarellabeppe	LMBPLM80E27E777J	2019/07/21	748
	(Decimal('43.8713585'), Decimal('136.897838'))	B+	Engenheiro de manufatura	vargasleo@gmail.com	1036	1981-10-22	Mendes - EI	Ester Brito	nalbuquerque	35462987056	06/01/2020, 00:00:00	260
	(Decimal('-17.4245075'), Decimal('-135.131527'))	A-		emma30@fastwebnet.it	1004		Vezzali-Rapisardi s.r.l.	Dott. Hugo Zanazzo	letizia74	NSTRBT50D56L026B	12 Aug 2025	25
	(Decimal('-51.3759085'), Decimal('-161.180576'))	B-		zsasaki@yahoo.com	1898		有限会社中島農林	斉藤 智也	naotoyamaguchi	235-13-0028	2021/04/14	263
	(Decimal('71.824908'), Decimal('-142.991429'))	AB+	English as a second language teacher	hsmith@yahoo.com	1274		Bell PLC	Samantha Anderson	emily01	129-38-1960	04/14/2024, 00:00:00	110
	(Decimal('48.300954'), Decimal('-109.992465'))	AB-		rabea05@gmx.de	387		Schuchhardt	Eva-Maria Reichmann	sagergaby	098-38-4845	2018/11/17	322
		B+		cweber@gmail.com	1304	1978-02-15	Wells, Montgomery and Reilly	Aaron Kelly	emily66	132-82-0154	20 Nov 2019	765
	(Decimal('-51.001882'), Decimal('139.351533'))	AB-	Mathematiker	vanessareinhardt@yahoo.de	1106	1933-02-18	Förster Stiftung & Co. KG	Emmy Heidrich-Schmiedt	jochenbarkholz	767-60-6033	12/08/2019, 00:00:00	616
	(Decimal('50.1117995'), Decimal('143.085931'))	A+		vmoody@hotmail.com	286	1964-07-13	Quinn-Ross	Michael Gonzales	darrell68	246-35-0495	10 Nov 2022	246
	(Decimal('74.722993'), Decimal('-103.923414'))	AB-		efonseca@bol.com.br	877		Nogueira - ME	Ayla Pinto	antonycirino	65394207143	11 Jan 2021	748
	(Decimal('-69.8453075'), Decimal('121.471874'))	O-		naotosuzuki@gmail.com	561		田中鉱業株式会社	井上 修平	nanamimori	640-24-7855	2021-09-03	143
	(Decimal('6.352238'), Decimal('119.543669'))	A+		wcarpenter@hotmail.com	413	2007-10-07	Mccarthy, James and Byrd	Mario Wilson	kgomez	469-33-6368	2024-04-16	51
	(Decimal('47.7692875'), Decimal('-33.200069'))	O-	Físico	pietraalmeida@hotmail.com	207	1961-03-17	Nogueira Silveira - EI	Ana Júlia Cardoso	ceciliaaparecida	30294756892	02/23/2021, 00:00:00	265
	(Decimal('-46.453223'), Decimal('149.381238'))	O+		ynakagawa@yahoo.com	1056		合同会社福田鉱業	小林 浩	nsasaki	808-54-6770	05 Dec 2020	71
	(Decimal('-5.0068235'), Decimal('-94.092518'))	B+		ortmannmariola@yahoo.de	1511	2005-04-30	Eimer	Gretel Weihmann B.Eng.	cjungfer	749-96-7010	02/01/2021, 00:00:00	481
	(Decimal('-7.673492'), Decimal('161.043269'))	B-		humphreyscott@gmail.com	1027		Smith-Marsh	Catherine Bauer	ncarlson	327-10-6072	2019-09-14	196
	(Decimal('-29.6227655'), Decimal('49.688063'))	B+	Mathematiker	metzyvette@gmx.de	1475		Hermighausen Pärtzelt GmbH & Co. KGaA	Anke Kreusel	vbudig	165-33-6360	10/15/2024, 00:00:00	281
	(Decimal('60.288500'), Decimal('67.601482'))	B-	Bankkaufmann	schollbirthe@gmx.de	343		Oderwald Neuschäfer GbR	Dr. Denise Wagner B.A.	pseifert	622-61-7586	2019/06/02	159
	(Decimal('-27.8108065'), Decimal('-102.133653'))	O+		julia65@uol.com.br	1851		Casa Grande	Srta. Stephany Almeida	heloisasilva	14978062322	30 Nov 2020	238
	(Decimal('-29.8407375'), Decimal('-103.753103'))	A+		wnakajima@hotmail.com	795		山本銀行株式会社	石川 太郎	akiratanaka	810-98-5928	2024/11/02	212
	(Decimal('12.7499325'), Decimal('42.676117'))	B+		yoshidakenichi@gmail.com	889		有限会社渡辺電気	井上 あすか	ksato	719-09-0064	2019-06-19	495
	(Decimal('-58.9290255'), Decimal('-54.474155'))	A-	Seismic interpreter	giuliasperi@libero.it	981		Zito, Balla e Grifeo SPA	Ermenegildo Capuana	qandreotti	VRGVNN14T71C206N	01/03/2019, 00:00:00	671
	(Decimal('-84.966700'), Decimal('-125.033457'))	B+		takuma16@gmail.com	1825	1951-02-21	佐々木運輸合同会社	遠藤 和也	tomoya10	442-66-9356	2025/06/13	36
	(Decimal('-58.2031805'), Decimal('60.569397'))	B+	Designer	ottogebhard@googlemail.com	669	1981-11-10	Gieß	Univ.Prof. Donald Heinz B.A.	psteuer	606-99-9367	2020/08/13	104
	(Decimal('60.3352325'), Decimal('72.212721'))	B-		rodrigo81@uol.com.br	1990		Gonçalves Pastor - ME	Laura Cassiano	maria-luiza43	15306248942	2020-09-22	26
	(Decimal('-72.209144'), Decimal('-173.001176'))	AB+		niscoromnigraziella@gmail.com	1589		Gottardi, Lippomano e Duse Group	Dott. Romana Redi	emma32	RGGPLT07L15B729E	12/14/2018, 00:00:00	261
